1343,"HFA1-(7)",-1,0,0,1
1344,"HFA2-(7)",-1,0,0,1
1351,"HFA1-(8)",-1,0,0,1
1352,"HFA2-(8)",-1,0,0,1
1353,"HFA1-(9)",-1,0,0,1
1354,"HFA2-(9)",-1,0,0,1
1361,"HFA1-(10)",-1,0,0,1
1362,"HFA2-(10)",-1,0,0,1
1363,"HFA1-(11)",-1,0,0,1
1364,"HFA2-(11)",-1,0,0,1
1401,"Ts1-Fer",0,0,0,0
1501,"R-dum",-1,0,0,1
1601,"PSIo(1)",0,0,0,0
1602,"PSIb(1)",0,0,0,0
1603,"PSId(1)",0,0,0,0
1607,"=SX-(1)",-1,0,0,1
1608,"=IX-(1)",-1,0,0,1
1611,"=SOH(1)",0,0,0,1
1612,"=SOHs2(1)",0,0,0,1
1613,"=SOHs3(1)",0,0,0,1
1614,"=SOHs4(1)",0,0,0,1
1615,"=SOHs5(1)",0,0,0,1
1616,"=SOHs6(1)",0,0,0,1
1621,"PSIo(2)",0,0,0,0
1622,"PSIb(2)",0,0,0,0
1623,"PSId(2)",0,0,0,0
1627,"=SX-(2)",-1,0,0,1
1628,"=IX-(2)",-1,0,0,1
1631,"=SOH(2)",0,0,0,1
1632,"=SOHs2(2)",0,0,0,1
1633,"=SOHs3(2)",0,0,0,1
1634,"=SOHs4(2)",0,0,0,1
1635,"=SOHs5(2)",0,0,0,1
1636,"=SOHs6(2)",0,0,0,1
1641,"PSIo(3)",0,0,0,0
1642,"PSIb(3)",0,0,0,0
1643,"PSId(3)",0,0,0,0
1647,"=SX-(3)",-1,0,0,1
1648,"=IX-(3)",-1,0,0,1
1651,"=SOH(3)",0,0,0,1
1652,"=SOHs2(3)",0,0,0,1
1653,"=SOHs3(3)",0,0,0,1
1654,"=SOHs4(3)",0,0,0,1
1655,"=SOHs5(3)",0,0,0,1
1656,"=SOHs6(3)",0,0,0,1
1661,"PSIo(4)",0,0,0,0
1662,"PSIb(4)",0,0,0,0
1663,"PSId(4)",0,0,0,0
1667,"=SX-(4)",-1,0,0,1
1668,"=IX-(4)",-1,0,0,1
1671,"=SOH(4)",0,0,0,1
1672,"=SOHs2(4)",0,0,0,1
1673,"=SOHs3(4)",0,0,0,1
1674,"=SOHs4(4)",0,0,0,1
1675,"=SOHs5(4)",0,0,0,1
1676,"=SOHs6(4)",0,0,0,1
1681,"PSIo(5)",0,0,0,0
1682,"PSIb(5)",0,0,0,0
1683,"PSId(5)",0,0,0,0
1687,"=SX-(5)",-1,0,0,1
1688,"=IX-(5)",-1,0,0,1
1691,"=SOH(5)",0,0,0,1
1692,"=SOHs2(5)",0,0,0,1
1693,"=SOHs3(5)",0,0,0,1
1694,"=SOHs4(5)",0,0,0,1
1695,"=SOHs5(5)",0,0,0,1
1696,"=SOHs6(5)",0,0,0,1
1700,"DOC (SHM)",0,0,0,12
1701,"/HFA-haf(6)",0,0,0,1
1702,"/HFA(6)",0,0,0,1
1703,"/PSIo(6)",0,0,0,0
1704,"/PSIb(6)",0,0,0,0
1705,"/PSId(6)",0,0,0,0
1799,"HFA-dum(6)",0,0,0,0
1801,"/HFA-haf(7)",0,0,0,1
1802,"/HFA(7)",0,0,0,1
1803,"/PSIo(7)",0,0,0,0
1804,"/PSIb(7)",0,0,0,0
1805,"/PSId(7)",0,0,0,0
1899,"HFA-dum(7)",0,0,0,0
1901,"/HFA-haf(8)",0,0,0,1
1902,"/HFA(8)",0,0,0,1
1903,"/PSIo(8)",0,0,0,0
1904,"/PSIb(8)",0,0,0,0
1905,"/PSId(8)",0,0,0,0
1999,"HFA-dum(8)",0,0,0,0
2001,"/HFA-haf(9)",0,0,0,1
2002,"/HFA(9)",0,0,0,1
2003,"/PSIo(9)",0,0,0,0
2004,"/PSIb(9)",0,0,0,0
2005,"/PSId(9)",0,0,0,0
2099,"HFA-dum(9)",0,0,0,0
2101,"/HFA-haf(10)",0,0,0,1
2102,"/HFA(10)",0,0,0,1
2103,"/PSIo(10)",0,0,0,0
2104,"/PSIb(10)",0,0,0,0
2105,"/PSId(10)",0,0,0,0
2199,"HFA-dum(10)",0,0,0,0
2201,"/HFA-haf(11)",0,0,0,1
2202,"/HFA(11)",0,0,0,1
2203,"/PSIo(11)",0,0,0,0
2204,"/PSIb(11)",0,0,0,0
2205,"/PSId(11)",0,0,0,0
2299,"HFA-dum(11)",0,0,0,0
0,"",0,0,0,0
